,xray_class,T_REC,NOAA_AR,USFLUX,MEANGAM,MEANGBT,MEANJZD,MEANJZH,ABSNJZH,R_VALUE
71,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
72,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
73,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
74,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
75,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
76,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
77,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
78,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
79,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
80,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
81,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
82,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
83,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
84,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
85,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
86,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
87,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
88,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
89,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
90,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
91,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
92,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
93,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
94,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
95,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
96,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
97,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
98,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
99,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
100,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
101,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
102,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
103,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
104,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
105,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
106,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
107,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
108,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
109,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
110,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
111,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
112,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
113,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
114,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
115,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
116,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
117,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
118,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
119,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
120,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
121,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
122,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
123,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
124,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
125,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
126,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
127,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
128,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
129,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
130,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
131,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
132,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
133,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
134,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
135,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
136,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
137,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
138,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
139,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
140,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
141,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
142,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
143,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
144,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
145,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
146,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
147,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
148,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
149,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
150,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
151,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
152,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
153,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
154,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
155,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
156,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
157,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
158,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
159,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
160,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
161,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
162,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
163,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
164,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
165,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
166,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
167,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
168,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
169,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
170,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
171,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
172,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
173,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
174,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
175,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
176,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
177,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
178,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
179,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
180,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
181,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
182,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
183,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
184,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
185,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
186,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
187,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
188,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
189,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
190,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
191,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
192,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
193,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
194,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
195,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
196,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
197,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
198,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
199,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
200,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
201,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
202,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
203,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
204,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
205,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
206,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
207,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
208,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
209,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
210,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
211,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
212,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
213,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
214,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
215,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
216,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
217,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
218,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
219,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
220,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
221,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
222,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
223,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
224,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
225,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
226,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
227,B,2010-05-01 00:00:00,11067,6.51e+21,28.3,66.8,-0.132,0.0031,30.3,3.34
228,B,2010-05-01 05:24:00,11067,6.97e+21,27.1,73.7,0.0234,-0.00282,29.8,3.09
229,B,2010-05-01 09:48:00,11067,6.38e+21,25.6,67.6,-0.05,0.000957,9.51,3.08
230,B,2010-05-02 05:48:00,11067,8.02e+21,24.7,80.3,-0.27,-0.00163,19.7,3.04
231,B,2010-05-02 05:48:00,11067,8.02e+21,24.7,80.3,-0.27,-0.00163,19.7,3.04
232,B,2010-05-02 15:12:00,11069,3.01e+20,27.8,93.4,0.192,-0.00253,1.37,0.0
233,B,2010-05-02 16:24:00,11069,3.61e+20,27.0,110.0,-0.233,-0.00299,1.79,0.0
234,B,2010-05-02 18:00:00,11069,4.12e+20,28.4,105.0,-0.185,-0.00267,1.84,0.0
235,B,2010-05-02 21:00:00,11069,5.26e+20,27.1,108.0,0.0594,-0.00263,2.29,0.0
236,B,2010-05-02 21:48:00,11069,5.07e+20,26.8,113.0,0.0317,-0.00172,1.36,0.0
237,B,2010-05-03 12:48:00,11069,5.3e+20,29.7,103.0,0.211,-0.00532,5.0,0.0
238,B,2010-05-03 13:36:00,11069,5.23e+20,29.0,104.0,0.151,-0.00481,4.43,0.0
239,B,2010-05-03 15:00:00,11069,5.09e+20,33.1,109.0,0.775,-0.00722,6.21,0.0
240,B,2010-05-03 21:48:00,11069,6.64e+20,34.7,112.0,-0.216,-0.00412,4.91,2.11
241,B,2010-05-04 04:48:00,11069,1.09e+21,39.9,109.0,-0.161,-0.0048,9.62,1.78
242,B,2010-05-04 11:00:00,11069,3.1e+21,38.1,122.0,0.183,-0.0118,61.7,3.55
243,B,2010-05-04 12:00:00,11069,2.52e+21,32.3,141.0,0.153,-0.0267,76.2,3.77
244,B,2010-05-04 12:36:00,11069,3.92e+21,41.8,115.0,-0.0956,-0.0132,90.2,3.8
245,B,2010-05-04 14:12:00,11069,4.67e+21,40.1,117.0,0.0196,-0.0188,143.0,3.99
246,B,2010-05-04 19:12:00,11069,6.37e+21,40.7,113.0,-0.112,-0.0267,260.0,4.04
247,B,2010-05-05 01:00:00,11069,7.32e+21,39.9,108.0,0.211,-0.0266,289.0,4.19
248,B,2010-05-05 08:36:00,11069,8.8e+21,39.9,107.0,0.219,-0.0281,339.0,4.26
249,B,2010-05-05 13:00:00,11069,9.63e+21,41.7,97.3,0.0479,-0.0297,413.0,4.2
250,B,2010-05-05 16:12:00,11069,1.05e+22,40.7,97.1,-0.0858,-0.0229,340.0,4.17
251,B,2010-05-05 17:00:00,11069,1.1e+22,41.2,93.1,-0.0758,-0.0205,337.0,4.11
252,B,2010-05-05 17:00:00,11069,1.1e+22,41.2,93.1,-0.0758,-0.0205,337.0,4.11
253,B,2010-05-05 17:00:00,11069,1.1e+22,41.2,93.1,-0.0758,-0.0205,337.0,4.11
254,B,2010-05-05 17:00:00,11069,1.1e+22,41.2,93.1,-0.0758,-0.0205,337.0,4.11
255,B,2010-05-09 19:36:00,11067,4.86e+21,26.1,113.0,-0.239,-0.00344,26.3,0.0
256,B,2010-05-09 19:36:00,11067,4.86e+21,26.1,113.0,-0.239,-0.00344,26.3,0.0
257,B,2010-05-09 19:36:00,11067,4.86e+21,26.1,113.0,-0.239,-0.00344,26.3,0.0
258,B,2010-05-09 19:36:00,11067,4.86e+21,26.1,113.0,-0.239,-0.00344,26.3,0.0
259,B,2010-05-09 19:36:00,11067,4.86e+21,26.1,113.0,-0.239,-0.00344,26.3,0.0
260,B,2010-05-09 19:36:00,11067,4.86e+21,26.1,113.0,-0.239,-0.00344,26.3,0.0
